문서 번호,(구)파일명,확장자,이동 상태,최종 업로드일,담당자(부서),권한 정보,용량(MB),용량(MB),용량(KB),용량,Folder Path,,,,,,,,,,,,,,,,,,,,,
DOC00907,아이_모이스춰라이징 아이밤 5ml.jpg,.jpg,,2019. 7. 8,,,0.40,0.40,409.04,418856,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00908,아이_유쓰 크리에이터 에이지 넉다운 아이 세럼 4ml_1차.jpg,.jpg,,2022. 10. 19,,,0.99,0.99,1016.71,1041116,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00909,에센스_넉다운 밤 에센스 10ml.jpg,.jpg,,2019. 8. 27,,,6.01,6.01,6152.29,6299941,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00910,에센스_뉴메로 10 에센스 10ml.jpg,.jpg,,2019. 7. 8,,,0.40,0.40,405.50,415237,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00911,에센스_뉴메로-10-에센스-30ml.jpg,.jpg,,2019. 7. 8,,,1.70,1.70,1740.52,1782297,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00912,크림_더 트루 크림 - 모이스춰 밤 10ml_up to 26hrs.jpg,.jpg,,2020. 12. 21,,,0.99,0.99,1016.25,1040640,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00913,크림_아쿠아 밤 비타 워터 크림 10ml(국내용).jpg,.jpg,,2021. 8. 3,,,0.24,0.24,246.63,252545,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00914,크림_유쓰 크리에티터-에이지 넉다운 V크림 10ml.jpg,.jpg,,2019. 8. 27,,,0.77,0.77,789.21,808150,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00915,클래식 에센스 인크리멘트_10ml.jpg,.jpg,,2019. 7. 8,,,0.85,0.85,875.19,896192,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00916,클래식 크림 얼티미트_10ml.jpg,.jpg,,2019. 7. 8,,,0.82,0.82,842.34,862554,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00917,클렌징_아쿠아 밤 스마트 클렌징 오일 밤 2ml.jpg,.jpg,,2022. 6. 3,,,2.59,2.59,2649.60,2713193,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00918,클렌징_크리미 클렌징 폼 모이스트 100ml.jpg,.jpg,,2021. 1. 14,,,0.79,0.79,810.28,829723,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00919,클렌징_크리미 클렌징 폼 모이스트 30ml.jpg,.jpg,,2019. 7. 8,,,0.32,0.32,329.84,337761,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00920,클렌징_프라블럼 솔루션 클렌징 폼 30ml.jpg,.jpg,,2022. 5. 12,,,0.10,0.10,97.61,99948,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00921,토너_베르가못-허벌-익스트랙-토너-50ml.jpg,.jpg,,2019. 7. 8,,,0.53,0.53,543.59,556639,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\,,,,,,,,,,,,,,,,,,,,,
DOC00922,0421_[빌리프] 프라블럼 솔루션 비건 모이스춰라이저 20ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.34,0.34,344.11,352366,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00923,0421_[빌리프] 프라블럼 솔루션 비건 스팟 젤 2ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.10,0.10,102.99,105458,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00924,0421_[빌리프] 프라블럼 솔루션 비건 스팟 젤 4ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.27,0.27,278.53,285211,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00925,0421_[빌리프] 프라블럼 솔루션 비건 에센스 10ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.61,0.61,623.19,638149,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00926,0421_[빌리프] 프라블럼 솔루션 비건 에센스 3ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.11,0.11,109.06,111678,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00927,0421_[빌리프] 프라블럼 솔루션 비건 클렌징 폼 35ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.43,0.43,443.78,454427,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00928,0421_[빌리프] 프라블럼 솔루션 비건 클렌징 폼 3ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.11,0.11,110.51,113162,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00929,0421_[빌리프] 프라블럼 솔루션 비건 토너 20ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.33,0.33,338.59,346714,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00930,0421_[빌리프] 프라블럼 솔루션 비건 토너패드 5ml(2pads)_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.18,0.18,185.33,189780,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\2305 NEW 프라블럼솔루션 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00931,1206_[빌리프] 오프 핸드크림 인텐스-카밍 화이트 15ml (1).jpg,.jpg,,2022. 12. 6,,,0.58,0.58,591.41,605605,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00932,오프 바디로션-릴렉싱 포레스트 40ml.png,.png,,2022. 6. 3,,,2.95,2.95,3016.14,3088524,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00933,오프 바디로션-플레전트 스테이 40ml.png,.png,,2022. 6. 3,,,2.94,2.94,3005.67,3077805,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00934,오프 바디워시-릴렉싱 포레스트 40ml.png,.png,,2022. 6. 3,,,3.23,3.23,3303.35,3382635,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00935,오프 바디워시-플레전트 스테이 40ml.png,.png,,2022. 6. 3,,,3.22,3.22,3292.86,3371892,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00936,오프 핸드워시-릴렉싱 포레스트 40ml.png,.png,,2022. 6. 3,,,3.22,3.22,3302.09,3381340,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00937,오프 핸드워시-플레전트 스테이 40ml.png,.png,,2022. 6. 3,,,3.21,3.21,3289.68,3368628,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00938,오프 핸드크림-릴렉싱 포레스트 15ml.png,.png,,2022. 6. 3,,,1.61,1.61,1650.94,1690562,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00939,오프 핸드크림-플레전트 스테이 15ml.png,.png,,2022. 6. 3,,,1.60,1.60,1641.03,1680416,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(디럭스)\OFF 증정\,,,,,,,,,,,,,,,,,,,,,
DOC00940,0105_[빌리프] 슈퍼 나이츠-리제너레이팅 나이트 마스크 3ml_1차.jpg,.jpg,,2023. 1. 5,,,0.27,0.27,273.02,279574,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00941,0105_[빌리프] 슈퍼 나이츠-퓨리파잉 클레이 마스크 3ml_1차.jpg,.jpg,,2023. 1. 5,,,0.29,0.29,292.43,299452,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00942,0112_[빌리프]_슈퍼 나이츠-멀티 비타민 마스크 3ml Q.jpg,.jpg,,2022. 1. 12,,,0.99,0.99,1010.46,1034709,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00943,0112_[빌리프]_슈퍼 나이츠-클리어 수딩 마스크 3ml Q.jpg,.jpg,,2022. 1. 12,,,0.94,0.94,964.89,988049,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00944,0128_앰플_슈퍼 드랍스-히알루씨드 11% 1ml_2차.jpg,.jpg,,2022. 1. 28,,,0.13,0.13,131.72,134885,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00945,0407_[빌리프] UV 프로텍터 아쿠아 밤 선 세럼 3ml_Q 출고데이터.jpg,.jpg,,2022. 4. 4,,,0.08,0.08,85.64,87694,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00946,0419_[빌리프] 브레이브 보 올인원 페이셜 로션 5ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.11,0.11,110.32,112971,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00947,0419_[빌리프] 해피 보 마일드 선 스크린 3ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.12,0.12,118.00,120828,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00948,0419_[빌리프] 해피 보 소프트 수딩 크림 3ml_Q 출고데이터.jpg,.jpg,,2023. 4. 19,,,0.12,0.12,123.61,126577,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00949,0421_[빌리프] 프라블럼 솔루션 비건 스팟 젤 2ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.10,0.10,102.99,105458,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00950,0421_[빌리프] 프라블럼 솔루션 비건 에센스 3ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.11,0.11,109.06,111678,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00951,0421_[빌리프] 프라블럼 솔루션 비건 클렌징 폼 3ml_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.11,0.11,110.51,113162,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00952,0421_[빌리프] 프라블럼 솔루션 비건 토너패드 5ml(2pads)_Q 출고데이터.jpg,.jpg,,2023. 4. 21,,,0.18,0.18,185.33,189780,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00953,0626_아쿠아 밤 비타 워터 크림 2ml_1차.jpg,.jpg,,2020. 6. 26,,,0.40,0.40,406.86,416620,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00954,0801_유쓰 크리에이터-에이지 넉다운 V 크림 3ml_1차.jpg,.jpg,,2019. 9. 20,,,0.38,0.38,384.38,393605,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00955,0901_[빌리프] 허브 부케 젤 클렌저 3ml 누끼컷_Q 출고데이터.png,.png,,2022. 9. 1,,,0.55,0.55,567.63,581255,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00956,맨올로지 101 스마트 리차저 3ml.jpg,.jpg,,2021. 6. 9,,,0.12,0.12,126.80,129840,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00957,맨올로지 101 스마트 모이스춰 익스트림 3ml.jpg,.jpg,,2021. 6. 9,,,0.12,0.12,127.95,131018,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00958,맨올로지 얼티밋 멀티 클렌징 폼 3ml.jpg,.jpg,,2021. 6. 9,,,0.13,0.13,129.49,132594,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00959,맨올로지 울트라 레스큐 에브리데이 선스크린 3ml.jpg,.jpg,,2021. 6. 9,,,0.13,0.13,129.48,132586,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00960,바디_릴렉싱 포레스트 바디 로션 5ml_Q 출고데이터.jpg,.jpg,,2022. 4. 6,,,0.25,0.25,258.21,264402,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00961,바디_릴렉싱 포레스트 바디 워시 5ml_Q 출고데이터.jpg,.jpg,,2022. 4. 6,,,0.25,0.25,257.94,264126,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00962,사본 -0408_허브 부케 컨센트레이트 2ml 샤섀_3차.jpg,.jpg,,2021. 4. 27,,,0.30,0.30,304.42,311721,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00963,선_UV 프로텍터 멀티 선스크린 플러스_3ml_19년 수정.jpg,.jpg,,2019. 7. 8,,,0.95,0.95,968.26,991497,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00964,선_UV 프로텍터 톤업 선스크린_3ml_19년 수정.jpg,.jpg,,2019. 7. 8,,,0.82,0.82,841.06,861242,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00965,아이_모이스춰라이징 아이밤 2ml.jpg,.jpg,,2021. 6. 9,,,0.27,0.27,273.73,280303,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00966,아이_유쓰 크리에이터 에이지 넉다운 아이 세럼 2ml_1차.jpg,.jpg,,2022. 10. 19,,,0.21,0.21,218.79,224044,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00967,아쿠아 밤 젤리 클렌저 3ml(국내용).jpg,.jpg,,2021. 6. 9,,,0.14,0.14,138.30,141620,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00968,에센스_뉴메로 10 에센스 3ml.jpg,.jpg,,2019. 9. 25,,,0.15,0.15,151.48,155114,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00969,에센스_유쓰 크리에이터-에이지 넉다운 밤 2ml.jpg,.jpg,,2019. 8. 27,,,0.15,0.15,155.92,159663,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00970,크리미 클렌징 폼 모이스트 3ml.jpg,.jpg,,2021. 6. 9,,,1.06,1.06,1083.88,1109895,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00971,크림_더 트루 크림 - 모이스춰라이징 밤3.jpg,.jpg,,2019. 7. 8,,,0.15,0.15,151.63,155264,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00972,크림_더 트루 크림 - 아쿠아 밤 3ml(국내중국겸용).jpg,.jpg,,2019. 7. 8,,,0.14,0.14,147.82,151366,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00973,크림_스트레스 슈터 시카 밤 크림 3ml.jpg,.jpg,,2019. 7. 8,,,0.40,0.40,411.11,420978,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00974,크림_클래식 크림 얼티미트2.jpg,.jpg,,2020. 9. 4,,,0.14,0.14,140.54,143913,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00975,프라블럼 솔루션 에센스 3ml.jpg,.jpg,,2021. 6. 9,,,0.16,0.16,166.65,170651,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00976,프라블럼 솔루션 클렌징 폼 3ml(중국용).jpg,.jpg,,2021. 6. 9,,,0.45,0.45,461.21,472276,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00977,프라임 인퓨전 아이크림 2ml.jpg,.jpg,,2019. 7. 8,,,0.24,0.24,245.59,251487,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00978,프라임 인퓨전 에센스 2ml.jpg,.jpg,,2019. 7. 8,,,0.26,0.26,261.69,267975,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00979,프라임 인퓨전 클렌징 폼 3ml.jpg,.jpg,,2019. 7. 8,,,0.25,0.25,250.91,256932,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\증정(샤섀)\,,,,,,,,,,,,,,,,,,,,,
DOC00980,0411_[빌리프] 프라블럼 솔루션 비건 6종 패밀리컷_Q 출고데이터.jpg,.jpg,,2023. 4. 20,,,1.20,1.20,1228.31,1257791,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\프라블럼솔루션 RN\,,,,,,,,,,,,,,,,,,,,,
DOC00981,0411_[빌리프] 프라블럼 솔루션 비건 모이스춰라이저 100ml_Q 출고데이터.jpg,.jpg,,2023. 4. 20,,,1.06,1.06,1088.37,1114489,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\프라블럼솔루션 RN\,,,,,,,,,,,,,,,,,,,,,
DOC00982,0411_[빌리프] 프라블럼 솔루션 비건 스팟 젤 15ml_Q 출고데이터.jpg,.jpg,,2023. 4. 20,,,0.68,0.68,692.05,708662,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\프라블럼솔루션 RN\,,,,,,,,,,,,,,,,,,,,,
DOC00983,0411_[빌리프] 프라블럼 솔루션 비건 에센스 50ml_Q 출고데이터.jpg,.jpg,,2023. 4. 20,,,1.02,1.02,1047.60,1072742,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\프라블럼솔루션 RN\,,,,,,,,,,,,,,,,,,,,,
DOC00984,0411_[빌리프] 프라블럼 솔루션 비건 클렌징 폼 100ml_Q 출고데이터.jpg,.jpg,,2023. 4. 20,,,1.31,1.31,1336.64,1368715,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\프라블럼솔루션 RN\,,,,,,,,,,,,,,,,,,,,,
DOC00985,0411_[빌리프] 프라블럼 솔루션 비건 토너 150ml_Q 출고데이터.jpg,.jpg,,2023. 4. 20,,,1.01,1.01,1033.00,1057793,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\프라블럼솔루션 RN\,,,,,,,,,,,,,,,,,,,,,
DOC00986,0411_[빌리프] 프라블럼 솔루션 비건 토너 패드 150ml (70pads)_Q 출고데이터.jpg,.jpg,,2023. 4. 20,,,1.44,1.44,1473.81,1509178,C:\Users\LGCARE\Desktop\01. 빌리프_컨텐츠아카이빙\01. 빌리프 드라이브\zip파일\누끼컷 모음\프라블럼솔루션 RN\,,,,,,,,,,,,,,,,,,,,,
